global_q,page,section_q,modality,llm_only_correct,precision_correct,deterministic_label,evidence_status,evidence_source,comparison,blocking_reasons,chosen_option,question_crop_path,option_crop_paths,green_fractions,question_text_short
1,1,1,text_only,4,4,4,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,1,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p01_q001_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p01_q001_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p01_q001_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p01_q001_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p01_q001_opt_4_option.png,1:0.00032;2:0.00103;3:0.00100;4:0.00854,Select the set of letters that when sequentially placed in the blanks of the given letter series will complete the series. k_lmml_mk_mmk_lkkl_m
77,21,2,table_di,3,3,3,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,3,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p21_q077_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p21_q077_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p21_q077_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p21_q077_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p21_q077_opt_4_option.png,1:0.00000;2:0.00000;3:0.02205;4:0.00000,"Given below are four jumbled sentences. Select the option that gives their correct order A. However, the rate of population increase is another important factor to consider. B. Thi"
78,22,3,text_only,3,3,3,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,3,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p22_q078_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p22_q078_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p22_q078_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p22_q078_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p22_q078_opt_4_option.png,1:0.00000;2:0.00000;3:0.06396;4:0.00000,Select the passive form of the given sentence. The manager keeps the work pending.
79,22,4,text_only,1,1,1,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,1,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p22_q079_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p22_q079_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p22_q079_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p22_q079_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p22_q079_opt_4_option.png,1:0.02857;2:0.00000;3:0.00000;4:0.00000,In the sentence identify the segment which contains the grammatical error. One of the boys from our school have been selected for National Badminton Championship.
80,22,5,text_only,1,1,1,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,1,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p22_q080_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p22_q080_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p22_q080_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p22_q080_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p22_q080_opt_4_option.png,1:0.02036;2:0.00000;3:0.00000;4:0.00000,Select the correct synonym of the given word. Obligatory
81,22,6,text_only,4,4,4,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,4,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p22_q081_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p22_q081_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p22_q081_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p22_q081_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p22_q081_opt_4_option.png,1:0.00000;2:0.00000;3:0.00000;4:0.02616,"Select the most appropriate option to substitute the underlined segment in the given sentence. If no substitution is required, select No improvement The Director will agree with th"
82,23,7,text_only,2,2,2,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,2,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p23_q082_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p23_q082_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p23_q082_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p23_q082_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p23_q082_opt_4_option.png,1:0.00000;2:0.01820;3:0.00000;4:0.00000,Select the most appropriate option for blank No. 1
83,23,8,math_formula,4,4,4,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,4,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p23_q083_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p23_q083_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p23_q083_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p23_q083_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p23_q083_opt_4_option.png,1:0.00000;2:0.00000;3:0.00000;4:0.01661,Select the most appropriate option for blank No. 2
84,23,9,text_only,3,3,3,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,3,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p23_q084_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p23_q084_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p23_q084_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p23_q084_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p23_q084_opt_4_option.png,1:0.00000;2:0.00000;3:0.02093;4:0.00000,Select the most appropriate option for blank No. 3
85,24,10,text_only,1,1,1,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,1,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p24_q085_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p24_q085_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p24_q085_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p24_q085_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p24_q085_opt_4_option.png,1:0.01155;2:0.00000;3:0.00000;4:0.00000,Select the most appropriate option for blank No. 4
86,24,11,text_only,3,3,3,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,3,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p24_q086_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p24_q086_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p24_q086_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p24_q086_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p24_q086_opt_4_option.png,1:0.00000;2:0.00000;3:0.02478;4:0.00000,Select the most appropriate option for blank No. 5
87,24,12,text_only,2,2,2,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,2,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p24_q087_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p24_q087_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p24_q087_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p24_q087_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p24_q087_opt_4_option.png,1:0.00000;2:0.02498;3:0.00000;4:0.00000,Select the correct synonym of the given word. Scintillating
88,25,13,text_only,3,3,3,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,3,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p25_q088_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p25_q088_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p25_q088_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p25_q088_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p25_q088_opt_4_option.png,1:0.00000;2:0.00000;3:0.02474;4:0.00000,"Select the word, which means the same as the given group of words. Something that cannot be heard"
89,25,14,text_only,2,2,2,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,4,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p25_q089_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p25_q089_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p25_q089_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p25_q089_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p25_q089_opt_4_option.png,1:0.00000;2:0.05922;3:0.00000;4:0.00000,"Select the most appropriate option to substitute the underlined segment in the given sentence. If no substitution is required, select No improvement The captain as well the players"
90,25,15,text_only,4,4,4,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,4,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p25_q090_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p25_q090_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p25_q090_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p25_q090_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p25_q090_opt_4_option.png,1:0.00000;2:0.00000;3:0.00000;4:0.03080,Select the appropriate meaning of the given idiom. To take French leave
91,25,16,text_only,3,3,3,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,3,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p25_q091_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p25_q091_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p25_q091_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p25_q091_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p25_q091_opt_4_option.png,1:0.00000;2:0.00000;3:0.02161;4:0.00000,"Given below are four jumbled sentences. Select the option that gives their correct order A. However, they ignore the truth that progress and success are proportional to the labor t"
92,26,17,text_only,2,2,2,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,1,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p26_q092_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p26_q092_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p26_q092_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p26_q092_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p26_q092_opt_4_option.png,1:0.00000;2:0.02008;3:0.00000;4:0.00000,"Select the word, which means the same as the groups of words given. A song sung at a burial"
93,26,18,text_only,2,2,2,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,2,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p26_q093_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p26_q093_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p26_q093_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p26_q093_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p26_q093_opt_4_option.png,1:0.00000;2:0.03567;3:0.00000;4:0.00000,Select the appropriate meaning of the given idiom. A hard nut to crack
94,26,19,table_di,3,3,3,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,3,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p26_q094_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p26_q094_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p26_q094_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p26_q094_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p26_q094_opt_4_option.png,1:0.00000;2:0.00000;3:0.02224;4:0.00000,Fill in the blank with the most appropriate word. Handle this glass table with care because it is ______.
95,26,20,text_only,3,3,3,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,3,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p26_q095_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p26_q095_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p26_q095_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p26_q095_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p26_q095_opt_4_option.png,1:0.00000;2:0.00000;3:0.02542;4:0.00000,Select the correctly spelt word.
96,27,21,math_formula,4,4,4,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,3,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p27_q096_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p27_q096_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p27_q096_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p27_q096_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p27_q096_opt_4_option.png,1:0.00000;2:0.00000;3:0.00000;4:0.06258,"Select the indirect narration of the given sentence. He said to the hotel receptionist, “Can you tell me the tariff of rooms?"
97,27,22,text_only,1,1,1,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,1,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p27_q097_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p27_q097_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p27_q097_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p27_q097_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p27_q097_opt_4_option.png,1:0.01823;2:0.00000;3:0.00000;4:0.00000,In the sentence identify the segment which contains the grammatical error. I can swim very fast when I was only five.
98,27,23,text_only,1,1,1,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,1,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p27_q098_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p27_q098_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p27_q098_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p27_q098_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p27_q098_opt_4_option.png,1:0.01545;2:0.00000;3:0.00000;4:0.00000,Select the correctly spelt word.
99,27,24,text_only,4,4,4,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,4,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p27_q099_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p27_q099_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p27_q099_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p27_q099_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p27_q099_opt_4_option.png,1:0.00000;2:0.00000;3:0.00000;4:0.01321,Select the correct antonym of the given word. Exodus
100,28,25,text_only,4,4,4,PASS_WITH_EVIDENCE,rgb_hsv_option_crop,same_auto_accepted,,,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p28_q100_question.png,C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p28_q100_opt_1_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p28_q100_opt_2_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p28_q100_opt_3_option.png;C:\experiments\ssc\extraction_batch\tier1_gemini\2019_tier1_prepp_shift1\assets\question_crops\2019_tier1_prepp_shift1_p28_q100_opt_4_option.png,1:0.00000;2:0.00000;3:0.00000;4:0.01397,Select the correct antonym of the given word. Quiescent
